annee,ecole_id,academie,departement,rep_status,niveau,discipline,taille_classe,effectif_ecole,ips_ecole,exposition_dedoublement,score,taux_maitrise
2021,75,Lyon,Nord,REP,CE1,Mathématiques,18,17,-12.32,1,75.6,64.08
2021,75,Lyon,Nord,REP,CM1,Français,20,17,-12.32,0,77.18,67.75
2021,75,Lyon,Nord,REP,CM1,Mathématiques,18,17,-12.32,1,71.63,68.18
2021,75,Lyon,Nord,REP,CM2,Français,20,17,-12.32,0,70.8,66.07
2021,75,Lyon,Nord,REP,CM2,Mathématiques,18,17,-12.32,1,82.58,75.21
2021,75,Lyon,Nord,REP,6e,Français,18,17,-12.32,1,88.2,79.14
2021,75,Lyon,Nord,REP,6e,Mathématiques,20,17,-12.32,0,72.53,64.31
2021,76,Lille,Paris,Hors EP,CP,Français,26,28,-3.09,0,66.74,58.46
2021,76,Lille,Paris,Hors EP,CP,Mathématiques,27,28,-3.09,0,60.3,54.83
2021,76,Lille,Paris,Hors EP,CE1,Français,24,28,-3.09,0,76.18,68.0
2021,76,Lille,Paris,Hors EP,CE1,Mathématiques,25,28,-3.09,0,69.8,61.36
2021,76,Lille,Paris,Hors EP,CM1,Français,29,28,-3.09,0,73.04,67.85
2021,76,Lille,Paris,Hors EP,CM1,Mathématiques,24,28,-3.09,0,80.19,74.72
2021,76,Lille,Paris,Hors EP,CM2,Français,29,28,-3.09,0,86.65,75.38
2021,76,Lille,Paris,Hors EP,CM2,Mathématiques,29,28,-3.09,0,84.34,66.74
2021,76,Lille,Paris,Hors EP,6e,Français,24,28,-3.09,0,82.8,76.61
2021,76,Lille,Paris,Hors EP,6e,Mathématiques,22,28,-3.09,0,80.32,64.13
2021,77,Bordeaux,Puy-de-Dôme,Hors EP,CP,Français,25,29,-20.28,0,66.64,50.97
2021,77,Bordeaux,Puy-de-Dôme,Hors EP,CP,Mathématiques,23,29,-20.28,0,65.03,57.44
2021,77,Bordeaux,Puy-de-Dôme,Hors EP,CE1,Français,24,29,-20.28,0,76.77,77.94
2021,77,Bordeaux,Puy-de-Dôme,Hors EP,CE1,Mathématiques,24,29,-20.28,0,62.52,56.34
2021,77,Bordeaux,Puy-de-Dôme,Hors EP,CM1,Français,25,29,-20.28,0,76.33,69.96
2021,77,Bordeaux,Puy-de-Dôme,Hors EP,CM1,Mathématiques,31,29,-20.28,0,60.46,53.58
2021,77,Bordeaux,Puy-de-Dôme,Hors EP,CM2,Français,29,29,-20.28,0,75.62,70.37
2021,77,Bordeaux,Puy-de-Dôme,Hors EP,CM2,Mathématiques,27,29,-20.28,0,82.33,80.55
2021,77,Bordeaux,Puy-de-Dôme,Hors EP,6e,Français,26,29,-20.28,0,77.81,64.41
2021,77,Bordeaux,Puy-de-Dôme,Hors EP,6e,Mathématiques,30,29,-20.28,0,72.7,66.92
2021,78,Nantes,Saône-et-Loire,REP,CP,Français,15,15,0.43,1,66.69,50.36
2021,78,Nantes,Saône-et-Loire,REP,CP,Mathématiques,18,15,0.43,1,66.08,52.32
2021,78,Nantes,Saône-et-Loire,REP,CE1,Français,16,15,0.43,1,76.97,66.33
2021,78,Nantes,Saône-et-Loire,REP,CE1,Mathématiques,16,15,0.43,1,71.52,60.1
2021,78,Nantes,Saône-et-Loire,REP,CM1,Français,16,15,0.43,1,83.66,77.06
2021,78,Nantes,Saône-et-Loire,REP,CM1,Mathématiques,18,15,0.43,1,74.31,68.71
2021,78,Nantes,Saône-et-Loire,REP,CM2,Français,17,15,0.43,1,82.16,68.55
2021,78,Nantes,Saône-et-Loire,REP,CM2,Mathématiques,18,15,0.43,1,88.55,66.15
2021,78,Nantes,Saône-et-Loire,REP,6e,Français,20,15,0.43,0,84.79,73.65
2021,78,Nantes,Saône-et-Loire,REP,6e,Mathématiques,15,15,0.43,1,89.11,72.39
2021,79,Paris,Ain,REP,CP,Français,16,15,27.99,1,74.58,65.56
2021,79,Paris,Ain,REP,CP,Mathématiques,14,15,27.99,1,69.28,62.56
2021,79,Paris,Ain,REP,CE1,Français,16,15,27.99,1,74.27,67.9
2021,79,Paris,Ain,REP,CE1,Mathématiques,16,15,27.99,1,76.43,70.5
2021,79,Paris,Ain,REP,CM1,Français,16,15,27.99,1,82.9,78.78
2021,79,Paris,Ain,REP,CM1,Mathématiques,14,15,27.99,1,72.23,66.89
2021,79,Paris,Ain,REP,CM2,Français,14,15,27.99,1,83.81,76.42
2021,79,Paris,Ain,REP,CM2,Mathématiques,16,15,27.99,1,79.97,79.06
2021,79,Paris,Ain,REP,6e,Français,12,15,27.99,1,93.27,68.98
2021,79,Paris,Ain,REP,6e,Mathématiques,17,15,27.99,1,87.77,78.78
2021,80,Lyon,Bas-Rhin,Hors EP,CP,Français,29,26,-19.25,0,61.95,48.03
2021,80,Lyon,Bas-Rhin,Hors EP,CP,Mathématiques,25,26,-19.25,0,60.37,63.83
2021,80,Lyon,Bas-Rhin,Hors EP,CE1,Français,30,26,-19.25,0,64.62,61.3
2021,80,Lyon,Bas-Rhin,Hors EP,CE1,Mathématiques,23,26,-19.25,0,66.95,62.53
2021,80,Lyon,Bas-Rhin,Hors EP,CM1,Français,28,26,-19.25,0,71.56,63.47
2021,80,Lyon,Bas-Rhin,Hors EP,CM1,Mathématiques,29,26,-19.25,0,70.05,66.94
2021,80,Lyon,Bas-Rhin,Hors EP,CM2,Français,29,26,-19.25,0,80.39,78.23
2021,80,Lyon,Bas-Rhin,Hors EP,CM2,Mathématiques,30,26,-19.25,0,82.02,67.42
2021,80,Lyon,Bas-Rhin,Hors EP,6e,Français,24,26,-19.25,0,86.96,73.0
2021,80,Lyon,Bas-Rhin,Hors EP,6e,Mathématiques,32,26,-19.25,0,72.3,63.77
2021,81,Lille,Bouches-du-Rhône,REP,CP,Français,23,23,4.3,0,64.23,58.84
2021,81,Lille,Bouches-du-Rhône,REP,CP,Mathématiques,18,23,4.3,1,74.72,60.42
2021,81,Lille,Bouches-du-Rhône,REP,CE1,Français,24,23,4.3,0,66.46,67.64
2021,81,Lille,Bouches-du-Rhône,REP,CE1,Mathématiques,22,23,4.3,0,49.71,43.61
2021,81,Lille,Bouches-du-Rhône,REP,CM1,Français,21,23,4.3,0,66.08,58.36
2021,81,Lille,Bouches-du-Rhône,REP,CM1,Mathématiques,22,23,4.3,0,64.45,52.73
2021,81,Lille,Bouches-du-Rhône,REP,CM2,Français,22,23,4.3,0,75.53,65.12
2021,81,Lille,Bouches-du-Rhône,REP,CM2,Mathématiques,22,23,4.3,0,70.64,69.69
2021,81,Lille,Bouches-du-Rhône,REP,6e,Français,20,23,4.3,0,85.97,64.09
2021,81,Lille,Bouches-du-Rhône,REP,6e,Mathématiques,21,23,4.3,0,74.33,61.25
2021,82,Bordeaux,Gironde,REP+,CP,Français,21,21,8.59,0,48.38,43.72
2021,82,Bordeaux,Gironde,REP+,CP,Mathématiques,16,21,8.59,1,58.81,54.1
2021,82,Bordeaux,Gironde,REP+,CE1,Français,22,21,8.59,0,55.94,47.74
2021,82,Bordeaux,Gironde,REP+,CE1,Mathématiques,21,21,8.59,0,51.49,45.34
2021,82,Bordeaux,Gironde,REP+,CM1,Français,16,21,8.59,1,76.14,69.01
2021,82,Bordeaux,Gironde,REP+,CM1,Mathématiques,21,21,8.59,0,55.35,53.5
2021,82,Bordeaux,Gironde,REP+,CM2,Français,17,21,8.59,1,73.89,65.41
2021,82,Bordeaux,Gironde,REP+,CM2,Mathématiques,21,21,8.59,0,56.3,48.0
2021,82,Bordeaux,Gironde,REP+,6e,Français,19,21,8.59,0,77.74,63.8
2021,82,Bordeaux,Gironde,REP+,6e,Mathématiques,20,21,8.59,0,70.63,61.78
2021,83,Nantes,Hérault,Hors EP,CP,Français,24,21,17.21,0,75.76,72.02
2021,83,Nantes,Hérault,Hors EP,CP,Mathématiques,15,21,17.21,0,70.1,61.11
2021,83,Nantes,Hérault,Hors EP,CE1,Français,26,21,17.21,0,72.76,68.2
2021,83,Nantes,Hérault,Hors EP,CE1,Mathématiques,21,21,17.21,0,77.27,67.42
2021,83,Nantes,Hérault,Hors EP,CM1,Français,17,21,17.21,0,75.21,72.55
2021,83,Nantes,Hérault,Hors EP,CM1,Mathématiques,18,21,17.21,0,75.96,68.84
2021,83,Nantes,Hérault,Hors EP,CM2,Français,21,21,17.21,0,93.12,83.9
2021,83,Nantes,Hérault,Hors EP,CM2,Mathématiques,18,21,17.21,0,85.43,71.5
2021,83,Nantes,Hérault,Hors EP,6e,Français,22,21,17.21,0,84.3,72.97
2021,83,Nantes,Hérault,Hors EP,6e,Mathématiques,22,21,17.21,0,94.77,82.99
2021,84,Paris,Loire,Hors EP,CP,Français,19,17,3.96,0,69.59,53.55
2021,84,Paris,Loire,Hors EP,CP,Mathématiques,20,17,3.96,0,66.81,58.87
2021,84,Paris,Loire,Hors EP,CE1,Français,17,17,3.96,0,83.25,77.0
2021,84,Paris,Loire,Hors EP,CE1,Mathématiques,17,17,3.96,0,72.03,67.51
2021,84,Paris,Loire,Hors EP,CM1,Français,18,17,3.96,0,77.61,74.87
2021,84,Paris,Loire,Hors EP,CM1,Mathématiques,12,17,3.96,0,87.43,71.28
2021,84,Paris,Loire,Hors EP,CM2,Français,18,17,3.96,0,93.07,78.1
2021,84,Paris,Loire,Hors EP,CM2,Mathématiques,17,17,3.96,0,87.39,77.99
2021,84,Paris,Loire,Hors EP,6e,Français,21,17,3.96,0,87.04,58.25
2021,84,Paris,Loire,Hors EP,6e,Mathématiques,15,17,3.96,0,90.6,74.72
2021,85,Lyon,Maine-et-Loire,REP,CP,Français,25,23,5.41,0,57.07,56.25
2021,85,Lyon,Maine-et-Loire,REP,CP,Mathématiques,25,23,5.41,0,52.89,49.23
2021,85,Lyon,Maine-et-Loire,REP,CE1,Français,24,23,5.41,0,63.25,62.46
2021,85,Lyon,Maine-et-Loire,REP,CE1,Mathématiques,19,23,5.41,0,61.22,51.3
2021,85,Lyon,Maine-et-Loire,REP,CM1,Français,24,23,5.41,0,69.82,61.11
2021,85,Lyon,Maine-et-Loire,REP,CM1,Mathématiques,21,23,5.41,0,68.94,61.21
2021,85,Lyon,Maine-et-Loire,REP,CM2,Français,27,23,5.41,0,76.83,72.25
2021,85,Lyon,Maine-et-Loire,REP,CM2,Mathématiques,24,23,5.41,0,76.76,68.4
2021,85,Lyon,Maine-et-Loire,REP,6e,Français,22,23,5.41,0,75.31,62.69
2021,85,Lyon,Maine-et-Loire,REP,6e,Mathématiques,23,23,5.41,0,76.53,59.97
2021,86,Lille,Moselle,REP+,CP,Français,19,20,-0.31,0,46.79,42.26
2021,86,Lille,Moselle,REP+,CP,Mathématiques,18,20,-0.31,1,61.56,58.02
2021,86,Lille,Moselle,REP+,CE1,Français,16,20,-0.31,1,65.2,66.89
2021,86,Lille,Moselle,REP+,CE1,Mathématiques,19,20,-0.31,0,52.63,45.66
2021,86,Lille,Moselle,REP+,CM1,Français,16,20,-0.31,1,72.29,65.54
2021,86,Lille,Moselle,REP+,CM1,Mathématiques,19,20,-0.31,0,61.11,54.7
2021,86,Lille,Moselle,REP+,CM2,Français,17,20,-0.31,1,86.47,71.02
2021,86,Lille,Moselle,REP+,CM2,Mathématiques,15,20,-0.31,1,66.89,58.72
2021,86,Lille,Moselle,REP+,6e,Français,20,20,-0.31,0,68.87,69.22
2021,86,Lille,Moselle,REP+,6e,Mathématiques,18,20,-0.31,1,84.26,68.51
2021,87,Bordeaux,Nord,Hors EP,CP,Français,25,25,-2.15,0,71.39,56.44
2021,87,Bordeaux,Nord,Hors EP,CP,Mathématiques,23,25,-2.15,0,65.21,56.99
2021,87,Bordeaux,Nord,Hors EP,CE1,Français,25,25,-2.15,0,70.47,52.89
2021,87,Bordeaux,Nord,Hors EP,CE1,Mathématiques,23,25,-2.15,0,66.75,62.87
2021,87,Bordeaux,Nord,Hors EP,CM1,Français,26,25,-2.15,0,68.06,57.41
2021,87,Bordeaux,Nord,Hors EP,CM1,Mathématiques,25,25,-2.15,0,69.4,66.11
2021,87,Bordeaux,Nord,Hors EP,CM2,Français,27,25,-2.15,0,81.21,66.36
2021,87,Bordeaux,Nord,Hors EP,CM2,Mathématiques,18,25,-2.15,0,90.71,86.69
2021,87,Bordeaux,Nord,Hors EP,6e,Français,28,25,-2.15,0,85.16,67.45
2021,87,Bordeaux,Nord,Hors EP,6e,Mathématiques,26,25,-2.15,0,84.27,74.7
2021,88,Nantes,Paris,REP,CP,Français,19,23,12.79,0,57.78,41.8
2021,88,Nantes,Paris,REP,CP,Mathématiques,19,23,12.79,0,54.01,53.83
2021,88,Nantes,Paris,REP,CE1,Français,19,23,12.79,0,64.91,63.2
2021,88,Nantes,Paris,REP,CE1,Mathématiques,21,23,12.79,0,60.61,64.65
2021,88,Nantes,Paris,REP,CM1,Français,22,23,12.79,0,67.36,58.95
2021,88,Nantes,Paris,REP,CM1,Mathématiques,22,23,12.79,0,67.15,55.05
2021,88,Nantes,Paris,REP,CM2,Français,22,23,12.79,0,79.89,75.23
2021,88,Nantes,Paris,REP,CM2,Mathématiques,24,23,12.79,0,78.75,77.2
2021,88,Nantes,Paris,REP,6e,Français,21,23,12.79,0,79.2,59.71
2021,88,Nantes,Paris,REP,6e,Mathématiques,20,23,12.79,0,80.37,69.87
2021,89,Paris,Puy-de-Dôme,Hors EP,CP,Français,23,27,-12.31,0,71.27,69.05
2021,89,Paris,Puy-de-Dôme,Hors EP,CP,Mathématiques,27,27,-12.31,0,61.02,57.41
2021,89,Paris,Puy-de-Dôme,Hors EP,CE1,Français,24,27,-12.31,0,75.34,68.92
2021,89,Paris,Puy-de-Dôme,Hors EP,CE1,Mathématiques,27,27,-12.31,0,56.23,55.33
2021,89,Paris,Puy-de-Dôme,Hors EP,CM1,Français,24,27,-12.31,0,77.36,56.29
2021,89,Paris,Puy-de-Dôme,Hors EP,CM1,Mathématiques,23,27,-12.31,0,73.13,73.11
2021,89,Paris,Puy-de-Dôme,Hors EP,CM2,Français,24,27,-12.31,0,79.84,59.03
2021,89,Paris,Puy-de-Dôme,Hors EP,CM2,Mathématiques,24,27,-12.31,0,83.56,70.74
2021,89,Paris,Puy-de-Dôme,Hors EP,6e,Français,25,27,-12.31,0,85.96,78.79
2021,89,Paris,Puy-de-Dôme,Hors EP,6e,Mathématiques,25,27,-12.31,0,77.15,60.48
2021,90,Lyon,Saône-et-Loire,REP,CP,Français,24,23,-18.84,0,48.5,46.4
2021,90,Lyon,Saône-et-Loire,REP,CP,Mathématiques,23,23,-18.84,0,51.13,55.4
2021,90,Lyon,Saône-et-Loire,REP,CE1,Français,28,23,-18.84,0,51.88,44.63
2021,90,Lyon,Saône-et-Loire,REP,CE1,Mathématiques,24,23,-18.84,0,61.98,55.13
2021,90,Lyon,Saône-et-Loire,REP,CM1,Français,25,23,-18.84,0,58.97,55.21
2021,90,Lyon,Saône-et-Loire,REP,CM1,Mathématiques,20,23,-18.84,0,64.29,58.13
2021,90,Lyon,Saône-et-Loire,REP,CM2,Français,25,23,-18.84,0,75.74,64.56
2021,90,Lyon,Saône-et-Loire,REP,CM2,Mathématiques,18,23,-18.84,1,79.13,70.3
2021,90,Lyon,Saône-et-Loire,REP,6e,Français,24,23,-18.84,0,72.93,72.03
2021,90,Lyon,Saône-et-Loire,REP,6e,Mathématiques,23,23,-18.84,0,71.07,59.44
2021,91,Lille,Ain,Hors EP,CP,Français,25,25,-12.71,0,66.83,57.32
2021,91,Lille,Ain,Hors EP,CP,Mathématiques,23,25,-12.71,0,68.1,60.18
2021,91,Lille,Ain,Hors EP,CE1,Français,24,25,-12.71,0,68.5,60.93
2021,91,Lille,Ain,Hors EP,CE1,Mathématiques,27,25,-12.71,0,67.6,59.79
2021,91,Lille,Ain,Hors EP,CM1,Français,26,25,-12.71,0,82.71,73.7
2021,91,Lille,Ain,Hors EP,CM1,Mathématiques,26,25,-12.71,0,76.45,66.19
2021,91,Lille,Ain,Hors EP,CM2,Français,25,25,-12.71,0,80.27,61.83
2021,91,Lille,Ain,Hors EP,CM2,Mathématiques,26,25,-12.71,0,80.13,68.05
2021,91,Lille,Ain,Hors EP,6e,Français,28,25,-12.71,0,81.53,61.58
2021,91,Lille,Ain,Hors EP,6e,Mathématiques,23,25,-12.71,0,79.34,70.64
2021,92,Bordeaux,Bas-Rhin,Hors EP,CP,Français,25,32,-11.1,0,70.07,67.55
2021,92,Bordeaux,Bas-Rhin,Hors EP,CP,Mathématiques,22,32,-11.1,0,68.64,50.68
2021,92,Bordeaux,Bas-Rhin,Hors EP,CE1,Français,26,32,-11.1,0,75.69,81.52
2021,92,Bordeaux,Bas-Rhin,Hors EP,CE1,Mathématiques,26,32,-11.1,0,62.16,54.7
2021,92,Bordeaux,Bas-Rhin,Hors EP,CM1,Français,27,32,-11.1,0,72.85,59.92
2021,92,Bordeaux,Bas-Rhin,Hors EP,CM1,Mathématiques,26,32,-11.1,0,75.55,65.53
2021,92,Bordeaux,Bas-Rhin,Hors EP,CM2,Français,25,32,-11.1,0,79.65,67.09
2021,92,Bordeaux,Bas-Rhin,Hors EP,CM2,Mathématiques,25,32,-11.1,0,76.49,70.23
2021,92,Bordeaux,Bas-Rhin,Hors EP,6e,Français,26,32,-11.1,0,78.88,73.76
2021,92,Bordeaux,Bas-Rhin,Hors EP,6e,Mathématiques,28,32,-11.1,0,75.74,64.68
2021,93,Nantes,Bouches-du-Rhône,Hors EP,CP,Français,26,24,-0.87,0,61.33,63.73
2021,93,Nantes,Bouches-du-Rhône,Hors EP,CP,Mathématiques,28,24,-0.87,0,59.83,56.65
2021,93,Nantes,Bouches-du-Rhône,Hors EP,CE1,Français,28,24,-0.87,0,70.45,70.69
2021,93,Nantes,Bouches-du-Rhône,Hors EP,CE1,Mathématiques,33,24,-0.87,0,62.13,54.33
2021,93,Nantes,Bouches-du-Rhône,Hors EP,CM1,Français,24,24,-0.87,0,69.83,68.73
2021,93,Nantes,Bouches-du-Rhône,Hors EP,CM1,Mathématiques,25,24,-0.87,0,79.83,74.67
2021,93,Nantes,Bouches-du-Rhône,Hors EP,CM2,Français,23,24,-0.87,0,81.51,79.15
2021,93,Nantes,Bouches-du-Rhône,Hors EP,CM2,Mathématiques,26,24,-0.87,0,77.02,62.15
2021,93,Nantes,Bouches-du-Rhône,Hors EP,6e,Français,26,24,-0.87,0,94.78,82.88
2021,93,Nantes,Bouches-du-Rhône,Hors EP,6e,Mathématiques,26,24,-0.87,0,92.14,84.64
2021,94,Paris,Gironde,REP,CP,Français,27,25,13.18,0,58.84,53.77
2021,94,Paris,Gironde,REP,CP,Mathématiques,29,25,13.18,0,60.74,61.06
2021,94,Paris,Gironde,REP,CE1,Français,29,25,13.18,0,53.49,52.32
2021,94,Paris,Gironde,REP,CE1,Mathématiques,25,25,13.18,0,61.57,61.18
2021,94,Paris,Gironde,REP,CM1,Français,28,25,13.18,0,71.37,71.14
2021,94,Paris,Gironde,REP,CM1,Mathématiques,28,25,13.18,0,63.43,55.19
2021,94,Paris,Gironde,REP,CM2,Français,27,25,13.18,0,64.93,56.76
2021,94,Paris,Gironde,REP,CM2,Mathématiques,28,25,13.18,0,58.41,57.6
2021,94,Paris,Gironde,REP,6e,Français,31,25,13.18,0,71.15,49.89
2021,94,Paris,Gironde,REP,6e,Mathématiques,27,25,13.18,0,65.51,56.5
2021,95,Lyon,Hérault,Hors EP,CP,Français,15,20,9.95,0,72.99,74.8
2021,95,Lyon,Hérault,Hors EP,CP,Mathématiques,18,20,9.95,0,77.7,70.31
2021,95,Lyon,Hérault,Hors EP,CE1,Français,17,20,9.95,0,86.18,83.13
2021,95,Lyon,Hérault,Hors EP,CE1,Mathématiques,13,20,9.95,0,77.34,67.37
2021,95,Lyon,Hérault,Hors EP,CM1,Français,16,20,9.95,0,90.91,78.1
2021,95,Lyon,Hérault,Hors EP,CM1,Mathématiques,22,20,9.95,0,84.85,79.52
2021,95,Lyon,Hérault,Hors EP,CM2,Français,14,20,9.95,0,87.87,71.13
2021,95,Lyon,Hérault,Hors EP,CM2,Mathématiques,20,20,9.95,0,82.34,66.3
2021,95,Lyon,Hérault,Hors EP,6e,Français,14,20,9.95,0,100.0,82.29
2021,95,Lyon,Hérault,Hors EP,6e,Mathématiques,18,20,9.95,0,88.36,79.88
2021,96,Lille,Loire,Hors EP,CP,Français,19,24,2.63,0,81.57,72.99
2021,96,Lille,Loire,Hors EP,CP,Mathématiques,19,24,2.63,0,76.2,64.85
2021,96,Lille,Loire,Hors EP,CE1,Français,20,24,2.63,0,81.85,58.39
2021,96,Lille,Loire,Hors EP,CE1,Mathématiques,23,24,2.63,0,68.91,58.28
2021,96,Lille,Loire,Hors EP,CM1,Français,26,24,2.63,0,76.02,71.48
2021,96,Lille,Loire,Hors EP,CM1,Mathématiques,22,24,2.63,0,80.74,68.65
2021,96,Lille,Loire,Hors EP,CM2,Français,20,24,2.63,0,95.69,84.72
2021,96,Lille,Loire,Hors EP,CM2,Mathématiques,20,24,2.63,0,81.11,67.23
2021,96,Lille,Loire,Hors EP,6e,Français,23,24,2.63,0,96.42,83.34
2021,96,Lille,Loire,Hors EP,6e,Mathématiques,17,24,2.63,0,96.01,86.8
2021,97,Bordeaux,Maine-et-Loire,REP+,CP,Français,20,21,8.22,0,57.25,56.99
2021,97,Bordeaux,Maine-et-Loire,REP+,CP,Mathématiques,28,21,8.22,0,44.53,43.26
2021,97,Bordeaux,Maine-et-Loire,REP+,CE1,Français,22,21,8.22,0,53.56,48.87
2021,97,Bordeaux,Maine-et-Loire,REP+,CE1,Mathématiques,26,21,8.22,0,53.83,44.12
2021,97,Bordeaux,Maine-et-Loire,REP+,CM1,Français,23,21,8.22,0,60.07,51.94
2021,97,Bordeaux,Maine-et-Loire,REP+,CM1,Mathématiques,24,21,8.22,0,62.46,61.93
2021,97,Bordeaux,Maine-et-Loire,REP+,CM2,Français,26,21,8.22,0,58.85,55.2
2021,97,Bordeaux,Maine-et-Loire,REP+,CM2,Mathématiques,21,21,8.22,0,64.66,60.62
2021,97,Bordeaux,Maine-et-Loire,REP+,6e,Français,25,21,8.22,0,73.9,68.69
2021,97,Bordeaux,Maine-et-Loire,REP+,6e,Mathématiques,21,21,8.22,0,62.5,60.1
2021,98,Nantes,Moselle,Hors EP,CP,Français,25,23,25.02,0,72.77,58.65
2021,98,Nantes,Moselle,Hors EP,CP,Mathématiques,24,23,25.02,0,72.99,67.15
2021,98,Nantes,Moselle,Hors EP,CE1,Français,22,23,25.02,0,78.45,65.26
2021,98,Nantes,Moselle,Hors EP,CE1,Mathématiques,28,23,25.02,0,74.33,62.92
2021,98,Nantes,Moselle,Hors EP,CM1,Français,21,23,25.02,0,86.85,71.6
2021,98,Nantes,Moselle,Hors EP,CM1,Mathématiques,23,23,25.02,0,75.69,61.41
2021,98,Nantes,Moselle,Hors EP,CM2,Français,24,23,25.02,0,86.7,86.44
2021,98,Nantes,Moselle,Hors EP,CM2,Mathématiques,25,23,25.02,0,78.82,60.92
2021,98,Nantes,Moselle,Hors EP,6e,Français,25,23,25.02,0,90.22,83.0
2021,98,Nantes,Moselle,Hors EP,6e,Mathématiques,25,23,25.02,0,80.08,64.36
2021,99,Paris,Nord,REP,CP,Français,18,20,1.83,1,70.55,64.82
2021,99,Paris,Nord,REP,CP,Mathématiques,25,20,1.83,0,53.33,47.18
2021,99,Paris,Nord,REP,CE1,Français,25,20,1.83,0,58.4,58.58
2021,99,Paris,Nord,REP,CE1,Mathématiques,19,20,1.83,0,62.03,53.17
2021,99,Paris,Nord,REP,CM1,Français,22,20,1.83,0,71.54,61.17
2021,99,Paris,Nord,REP,CM1,Mathématiques,20,20,1.83,0,68.33,57.34
2021,99,Paris,Nord,REP,CM2,Français,17,20,1.83,1,87.11,73.7
2021,99,Paris,Nord,REP,CM2,Mathématiques,21,20,1.83,0,73.16,68.06
2021,99,Paris,Nord,REP,6e,Français,21,20,1.83,0,73.77,61.97
2021,99,Paris,Nord,REP,6e,Mathématiques,22,20,1.83,0,75.53,63.61
2021,100,Lyon,Paris,Hors EP,CP,Français,28,26,9.03,0,65.98,64.61
2021,100,Lyon,Paris,Hors EP,CP,Mathématiques,26,26,9.03,0,67.39,49.88
2021,100,Lyon,Paris,Hors EP,CE1,Français,24,26,9.03,0,70.86,61.59
2021,100,Lyon,Paris,Hors EP,CE1,Mathématiques,26,26,9.03,0,70.88,64.63
2021,100,Lyon,Paris,Hors EP,CM1,Français,24,26,9.03,0,84.1,81.23
2021,100,Lyon,Paris,Hors EP,CM1,Mathématiques,25,26,9.03,0,74.1,61.96
2021,100,Lyon,Paris,Hors EP,CM2,Français,26,26,9.03,0,81.82,61.98
2021,100,Lyon,Paris,Hors EP,CM2,Mathématiques,22,26,9.03,0,89.37,82.18
2021,100,Lyon,Paris,Hors EP,6e,Français,30,26,9.03,0,86.6,68.94
2021,100,Lyon,Paris,Hors EP,6e,Mathématiques,25,26,9.03,0,80.37,62.0
2021,101,Lille,Puy-de-Dôme,Hors EP,CP,Français,23,24,-1.0,0,70.13,61.28
2021,101,Lille,Puy-de-Dôme,Hors EP,CP,Mathématiques,25,24,-1.0,0,67.43,54.78
2021,101,Lille,Puy-de-Dôme,Hors EP,CE1,Français,26,24,-1.0,0,74.91,73.04
2021,101,Lille,Puy-de-Dôme,Hors EP,CE1,Mathématiques,27,24,-1.0,0,72.77,62.27
2021,101,Lille,Puy-de-Dôme,Hors EP,CM1,Français,25,24,-1.0,0,84.95,65.91
2021,101,Lille,Puy-de-Dôme,Hors EP,CM1,Mathématiques,25,24,-1.0,0,80.96,69.0
2021,101,Lille,Puy-de-Dôme,Hors EP,CM2,Français,25,24,-1.0,0,82.69,71.81
2021,101,Lille,Puy-de-Dôme,Hors EP,CM2,Mathématiques,29,24,-1.0,0,81.44,70.44
2021,101,Lille,Puy-de-Dôme,Hors EP,6e,Français,29,24,-1.0,0,86.82,78.33
2021,101,Lille,Puy-de-Dôme,Hors EP,6e,Mathématiques,23,24,-1.0,0,95.5,81.04
2021,102,Bordeaux,Saône-et-Loire,Hors EP,CP,Français,27,34,-4.75,0,68.61,57.21
2021,102,Bordeaux,Saône-et-Loire,Hors EP,CP,Mathématiques,28,34,-4.75,0,60.24,54.5
2021,102,Bordeaux,Saône-et-Loire,Hors EP,CE1,Français,28,34,-4.75,0,73.57,66.38
2021,102,Bordeaux,Saône-et-Loire,Hors EP,CE1,Mathématiques,30,34,-4.75,0,67.68,60.56
2021,102,Bordeaux,Saône-et-Loire,Hors EP,CM1,Français,26,34,-4.75,0,85.65,77.88
2021,102,Bordeaux,Saône-et-Loire,Hors EP,CM1,Mathématiques,33,34,-4.75,0,72.89,62.26
2021,102,Bordeaux,Saône-et-Loire,Hors EP,CM2,Français,23,34,-4.75,0,79.7,72.38
2021,102,Bordeaux,Saône-et-Loire,Hors EP,CM2,Mathématiques,29,34,-4.75,0,74.94,53.48
2021,102,Bordeaux,Saône-et-Loire,Hors EP,6e,Français,29,34,-4.75,0,79.96,65.75
2021,102,Bordeaux,Saône-et-Loire,Hors EP,6e,Mathématiques,31,34,-4.75,0,75.4,61.6
2021,103,Nantes,Ain,Hors EP,CP,Français,24,28,17.61,0,65.47,51.82
2021,103,Nantes,Ain,Hors EP,CP,Mathématiques,23,28,17.61,0,71.43,58.68
2021,103,Nantes,Ain,Hors EP,CE1,Français,23,28,17.61,0,78.62,72.58
2021,103,Nantes,Ain,Hors EP,CE1,Mathématiques,30,28,17.61,0,71.55,59.06
2021,103,Nantes,Ain,Hors EP,CM1,Français,28,28,17.61,0,80.65,67.47
2021,103,Nantes,Ain,Hors EP,CM1,Mathématiques,27,28,17.61,0,70.68,59.92
2021,103,Nantes,Ain,Hors EP,CM2,Français,28,28,17.61,0,90.2,82.09
2021,103,Nantes,Ain,Hors EP,CM2,Mathématiques,29,28,17.61,0,79.87,68.94
